Original;Frag;classe;local;Sub;Placa;X;Y;PAP;HPAP;H;IC;CE;F1;F2;GD;F5;familia;spp;quantity
sdm13_14donizetef1;LI9b;LI;interior;18;A2615;4,7;7,6;46,1;;20;5;;;1;;1;Fabaceae;Machaerium nyctitans;1
sdm13_14donizetef1;LI9b;LI;interior;18;A2616;3,9;6,6;39,5;;18;5;;;1;;1;Fabaceae;Machaerium nyctitans;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2620;1,6;0,8;58,7;;13;5;;;1;;1;Myrtaceae;Campomanesia guaviroba;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2623;2,9;4,6;40,5;;12;4;;;1;;1;Euphorbiaceae;Actinostemon concolor;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2624;3,3;4,9;42,8;;12;4;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2627;0,9;7,4;127,6;2,1;19;5;;;1;;1;Moraceae;Ficus sp. 2;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2628;1;9,7;39;;12;3;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2631;7,2;6,8;35,4;;14;4;;;1;;1;Lauraceae  ;Nectandra oppositifolia;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2633;9,5;7,6;33,2;;13;4;;;1;;1;Euphorbiaceae;Actinostemon concolor;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2635;7,8;6,4;31,7;;;;;;1;;;Euphorbiaceae;Actinostemon concolor;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2636;8,5;6,1;52;;16;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;19;A2637;9,9;6,1;36,2;;4;;;0;;3;1;Morta;morta;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2645;0,6;1,7;48;;16;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2648;3;3,9;31,5;;10;3;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2649;3,6;4,3;48;;15;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2650;2,9;5;32,5;;10;;;0;;2;1;Morta;morta;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2652;0,5;7;33,8;;;;;0;;3;;Morta;morta;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2654;0,5;8,5;34,9;;14;5;;;1;;1;Fabaceae;Machaerium nyctitans;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2660;7,8;4,4;40;;9;4;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2661;8,3;2,8;40,5;;11;4;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2663;6,8;4,8;78,5;;15;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2664;8,6;1,3;46,9;;12;3;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2666;4,7;0,9;54,6;;16;5;;;1;;1;Primulaceae;Myrsine coriacea;1
sdm13_14donizetef1;LI9b;LI;interior;20;A2668;4,9;5,2;41,2;;16;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;21;A2669;0,6;3;49;;14;4;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;21;A2670;1,5;2,5;75;;17;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;21;A2672;3,2;0,4;43,7;;14;4;;;1;;1;Lauraceae  ;Nectandra oppositifolia;1
sdm13_14donizetef1;LI9b;LI;interior;21;A2673;3,2;4,8;36,5;;12;4;;;1;;1;Euphorbiaceae;Actinostemon concolor;1
sdm13_14donizetef1;LI9b;LI;interior;21;A2680;7,9;5,9;36;;13;4;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;21;A2683;6,2;3;79,2;;16;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;21;A2684;6,8;1;49,5;;15;4;;;1;;1;Styracaceae;Styrax acuminatus;1
sdm13_14donizetef1;LI9b;LI;interior;22;A2688;0,2;2,9;31,5;;12;4;;;1;;1;Primulaceae;Myrsine coriacea;1
sdm13_14donizetef1;LI9b;LI;interior;22;A2694;1,1;9,8;61;;11;3;;;1;;1;Arecaceae;Syagrus romanzoffiana;1
sdm13_14donizetef1;LI9b;LI;interior;22;A2696;3,2;9,4;33;;11;4;;;1;;1;Annonaceae;Annona sylvatica;1
sdm13_14donizetef1;LI9b;LI;interior;22;A2701;7,2;6,9;36,5;;9,5;3;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;22;A2705;3,7;4,2;40,7;;13;5;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;22;A2707;6;0,4;45,9;;9;5;;;1;;1;Arecaceae;Syagrus romanzoffiana;1
sdm13_14donizetef1;LI9b;LI;interior;22;A2708;7;1,2;95,3;;14;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2712;0,4;0,3;57,5;;10;4;;;1;;1;Myrtaceae;Campomanesia guazumifolia;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2713;1,5;0,2;32,5;;10;4;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2716;3,7;1,5;39,5;;5;;;0;;3;1;Morta;morta;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2718;1,6;5,1;34,5;;11;4;;;1;;1;Salicaceae;Casearia lasiophylla;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2719;3,5;5,4;56;;15;5;;;1;;1;Lauraceae  ;Nectandra oppositifolia;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2724;6,7;8,8;38,5;;12;5;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2725;8,3;7,2;33;;13;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2726;5,7;6,5;51;1,8;15;;;0;;1;1;Morta;morta;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2730;5;1,5;52,3;;10;3;;;1;;1;Cannabaceae;Trema micranthum;1
sdm13_14donizetef1;LI9b;LI;interior;23;A2731;7,7;2,7;35,2;;6;3;;;1;;1;Nyctaginaceae;Pisonia ambigua;1
sdm13_14donizetef1;LI9b;LI;interior;24;A2739;3,3;6,6;53,5;;13;5;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;24;A2743;0,9;7,6;57;2,3;16;5;;;1;;1;Urticaceae;Cecropia pachystachya;1
sdm13_14donizetef1;LI9b;LI;interior;24;A2750;7,6;3,6;38;;13;4;;;1;;1;Fabaceae;Senna multijuga;1
sdm13_14donizetef1;LI9b;LI;interior;24;A2751;6,2;4;68,7;2,1;15;5;;;1;;1;Urticaceae;Cecropia pachystachya;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2753;1,8;3,4;59;;12;5;;;1;;1;Myrtaceae;Campomanesia guazumifolia;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2757;1;6,3;44;;15;4;;;1;;1;Lauraceae  ;Nectandra oppositifolia;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2758;2,8;8,5;40;;9;6;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2761;9,2;9,6;85;;15;5;;;1;;1;Euphorbiaceae;Croton floribundus;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2762;7,7;6,8;71,9;;18;5;;;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2763;9,7;4,7;42,5;;11;5;;;1;;1;Sapindaceae;Cupania vernalis;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2764;9;3,1;34,1;;12;3;;;1;;1;Sapindaceae;Cupania vernalis;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2765;5,7;5,7;34;;12;4;;;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm13_14donizetef1;LI9b;LI;interior;25;A2767;5,7;2;38;;13;4;;;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2613;5,7;2,9;65,4;;12;4;1;ahm;1;;1;Sapindaceae;Matayba guianensis;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2613;5,7;2,9;46,4;;12;4;0;a ;1;;1;Sapindaceae;Matayba guianensis;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2614;7,2;2,9;74,3;;10;4;0;am;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2615;6,7;3,3;77,1;;12;5;0;c;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2616;8;1,15;64,5;;12;5;0;a;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2617;6,3;5,1;52,4;;7;4;0;chm;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2617;6,3;5,1;40,1;;8;4;0;am;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;1;F2618;7;0,1;37,4;;8;4;0;a;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;2;F2619;0,4;4,2;83,2;;12;5;0;cm;1;;1;Fabaceae;Piptadenia gonoacantha;1
sdm15_16bidaof11;LC6a;LC;borda;2;F2620;7;8,8;60,7;;8;5;0;am;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2621;0,6;6,8;32,5;;5;4;0;am;1;;1;Fabaceae;Zollernia ilicifolia;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2622;3,3;7,1;54,1;;10;5;0;am;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2623;6;8,2;64,5;;10;5;1;a,;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2624;8,1;3,4;73,5;;6;;0;0;aps;3;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2625;6;4,3;52,4;;8;5;0;chm;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2625;6;4,3;45,2;;7;5;9;am;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2626;8,3;1;46,2;;10;5;0;a;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;3;F2627;9,1;1,8;54,2;;7;4;0;bm;1;;1;Apocynaceae;Aspidosperma subincanum;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2628;0,5;1,9;51;;12;5;0;a;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2629;2,6;2,7;49,5;;5;5;0;bm;1;;1;Fabaceae;Anadenanthera colubrina;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2630;4,8;4,7;66,5;;5;;0;0;aps;3;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2631;3,5;5,3;36,3;;7;;0;0;aps;2;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2632;3;9,5;57,9;;12;5;0;az;1;;1;Euphorbiaceae;Croton floribundus;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2633;4,2;9,8;55,4;;7;3;0;a;1;;1;Arecaceae;Syagrus romanzoffiana;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2634;4,8;9,8;53,7;;10;5;0;a;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2635;8;7,7;80,2;;16;5;0;a;1;;1;Meliaceae;Cedrela fissilis;1
sdm15_16bidaof11;LC6a;LC;borda;4;F2636;9,4;4,8;42,9;;7;4;0;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2637;2,5;1,6;33;;7;4;0;a;1;;1;Salicaceae;Casearia decandra;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2638;3,4;3,5;53,5;;13;5;0;c;1;;1;Euphorbiaceae;Croton floribundus;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2639;3,5;4;46,3;;12;4;0;c;1;;1;Fabaceae;Machaerium nyctitans;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2640;4,2;3,5;54,4;;10;5;0;c;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2641;2,7;9,4;52,5;;15;5;0;a;1;;1;Euphorbiaceae;Sapium glandulosum;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2642;0,2;8,4;66,2;1,7;7;5;0;bh;1;;1;Malvaceae;Luehea grandiflora;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2642;0,2;8,4;42,5;1,7;7;5;0;b;1;;1;Malvaceae;Luehea grandiflora;1
sdm15_16bidaof11;LC6a;LC;borda;5;F2643;6,2;5,1;56,4;;8;5;0;am;1;;1;Fabaceae;Schnella angulosa;1
sdm15_16bidaof11;LC6a;LC;borda;6;F2644;2,5;5,3;35,1;;8;5;0;cm;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;6;F2645;2,1;9,5;33,3;;5;4;0;am;1;;1;Fabaceae;Schnella angulosa;1
sdm15_16bidaof11;LC6a;LC;borda;6;F2646;5,6;8,1;102,5;;13;5;5;c;1;;1;Euphorbiaceae;Croton floribundus;1
sdm15_16bidaof11;LC6a;LC;borda;6;F2647;7,2;3,5;86,6;;15;5;1;a;1;;1;Annonaceae;Duguetia lanceolata;1
sdm15_16bidaof11;LC6a;LC;borda;6;F2648;5,6;1,8;63,1;;12;5;0;a;1;;1;Arecaceae;Syagrus romanzoffiana;1
sdm15_16bidaof11;LC6a;LC;borda;6;F2649;4;2,5;47,4;;8;4;0;am;1;;1;Fabaceae;Cassia ferruginea;1
sdm15_16bidaof11;LC6a;LC;borda;7;F2650;2,6;9,6;68,5;;15;5;1;am;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;7;F2651;5,4;5,9;74,8;;16;5;0;a;1;;1;Boraginaceae;Cordia sellowiana;1
sdm15_16bidaof11;LC6a;LC;borda;7;F2652;6,1;6,7;46,4;;5;3;0;c;1;;1;Fabaceae;Schnella angulosa;1
sdm15_16bidaof11;LC6a;LC;borda;7;F2653;5,4;1,8;45,8;;9;35;0;a;1;;1;Fabaceae;Schnella angulosa;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2654;2,8;0,1;32,7;;8;5;0;a;1;;1;Euphorbiaceae;Croton floribundus;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2655;2,7;5,1;53;;8;5;0;c;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2656;1,8;7,6;51,1;;7;5;0;bcm;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2657;9,5;6,7;63,7;;14;5;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2658;9,3;5,4;40,1;;9;5;0;a;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2659;6,6;5,4;60,9;;9;3;0;gz;1;;1;Euphorbiaceae;Croton floribundus;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2660;7;2,7;62,2;;9;5;0;a;1;;1;Arecaceae;Syagrus romanzoffiana;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2661;7,5;1,2;36,7;;6;3;0;a;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;8;F2662;9,5;1,4;36,2;;8;4;0;c;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;9;F2663;1,7;1,2;68,3;;15;5;0;c;1;;1;Boraginaceae;Cordia sellowiana;1
sdm15_16bidaof11;LC6a;LC;borda;9;F2664;6,6;7,2;36,9;;5;3;0;a;1;;1;Arecaceae;Syagrus romanzoffiana;1
sdm15_16bidaof11;LC6a;LC;borda;9;F2665;8,3;5,3;53,8;;9;5;0;am;1;;1;Myrtaceae;Eugenia pulcherrima;1
sdm15_16bidaof11;LC6a;LC;borda;9;F2666;9;4;36,5;;5;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;9;F2667;5,1;2,5;64,2;;8;aps;0;0;;1;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;9;F2668;5,5;1,5;33,4;;8;4;0;am;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;10;F2669;2,5;9;99,5;;15;5;0;am;1;;1;Lauraceae  ;Ocotea odorifera;1
sdm15_16bidaof11;LC6a;LC;borda;10;F2670;3,8;8,5;96,6;;8;aps;0;0;;2;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;10;F2671;4;6,7;54,5;;10;4;0;a;1;;1;Boraginaceae;Cordia sellowiana;1
sdm15_16bidaof11;LC6a;LC;borda;10;F2672;9,8;6,3;38,9;;5;aps;0;0;;3;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;10;F2673;8,8;5,6;41;;10;3;1;am;1;;1;Fabaceae;Andira anthelmia;1
sdm15_16bidaof11;LC6a;LC;borda;10;F2674;7,3;2,7;41,6;;9;4;0;a;1;;1;Fabaceae;Andira anthelmia;1
sdm15_16bidaof11;LC6a;LC;borda;10;F2675;6,9;2;70,9;;12;5;0;am;1;;1;Myrtaceae;Eugenia cerasiflora;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2676;1,4;2,2;35,5;;8;4;0;a;1;;1;Boraginaceae;Cordia sellowiana;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2677;2,8;0,4;52,1;;10;5;0;c;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2678;5;9;52,5;;10;4;0;c;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2679;8,9;7,4;36,8;;7;5;0;cm;1;;1;Sapindaceae;Cupania vernalis;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2680;8,9;5,6;37,8;;8;4;0;cm;1;;1;Rubiaceae;Amaioua intermedia;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2681;7,9;5,3;37;;8;4;0;cm;1;;1;Rubiaceae;Amaioua intermedia;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2682;8;2;54,4;;4,5;2;15;ces;1;;1;Fabaceae;Schnella angulosa;1
sdm15_16bidaof11;LC6a;LC;borda;11;F2683;6;1,3;54,1;;13;5;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;12;F2684;0,4;1,6;45,5;;9;5;0;am;1;;1;Burseraceae;Protium heptaphyllum;1
sdm15_16bidaof11;LC6a;LC;borda;12;F2685;3,5;3,9;60,6;;12;5;0;cm;1;;1;Fabaceae;Andira anthelmia;1
sdm15_16bidaof11;LC6a;LC;borda;12;F2686;6,4;6;60;;10;4;0;a;1;;1;Sapindaceae;Matayba guianensis;1
sdm15_16bidaof11;LC6a;LC;borda;12;F2687;7,3;8,7;38,7;;10;5;0;a;1;;1;Boraginaceae;Cordia sellowiana;1
sdm15_16bidaof11;LC6a;LC;borda;12;F2688;6;3,2;50,6;;10;5;0;cm;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;12;F2689;7,4;4;79,8;;12;5;0;cm;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;12;F2690;5,3;3,2;39,1;;12;2;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2691;1,6;0,9;49;;12;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2692;1,3;6,2;83,8;;5;aps;1;0;;3;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2693;4,7;9,4;39,3;;8;3;15;c;1;;1;Boraginaceae;Cordia sellowiana;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2694;5,4;8,3;33,5;;10;5;5;a;1;;1;Euphorbiaceae;Sapium glandulosum;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2695;7,3;9,6;55;;15;5;1;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2696;7,3;8,3;69,2;;15;5;5;a;1;;1;Burseraceae;Protium heptaphyllum;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2697;6,1;6;48,4;;15;5;0;c;1;;1;Lauraceae  ;Nectandra oppositifolia;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2698;6,1;5,7;43,4;;12;4;5;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;13;F2699;8,9;0,2;68,7;;15;5;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2700;0,5;2,1;57,2;;10;4;5;a;1;;1;Burseraceae;Protium heptaphyllum;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2701;3,2;1,2;46,5;;9;5;5;a;1;;1;Myrtaceae;Myrcia pubiflora;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2702;4,4;6,3;68,5;;10;4;0;a;1;;1;Sapindaceae;Sapindaceae sp. 3;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2703;2,8;9,4;156;;16;5;1;a;1;;1;Anacardiaceae;Tapirira guianensis;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2704;9,6;6;55;;13;5;0;a;1;;1;Burseraceae;Protium heptaphyllum;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2705;7,4;6;65,5;;12;4;15;a;1;;1;Lauraceae  ;Endlicheria paniculata;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2706;9,7;2,5;42,1;;12;4;0;a;1;;1;Myrtaceae;Myrcia splendens;1
sdm15_16bidaof11;LC6a;LC;borda;14;F2707;8;2,5;38,4;;7;4;0;a;1;;1;Fabaceae;Machaerium hirtum;1
sdm15_16bidaof11;LC6a;LC;borda;15;F2708;0,1;2;38,1;;12;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;15;F2709;0,1;9,5;41,6;;12;3;0;c;1;;1;Fabaceae;Machaerium hirtum;1
sdm15_16bidaof11;LC6a;LC;borda;15;F2710;4,3;5;80,2;;16;5;1;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;15;F2711;4,8;5;65,1;;13;3;0;a;1;;1;Fabaceae;Machaerium brasiliense;1
sdm15_16bidaof11;LC6a;LC;borda;15;F2712;8;7,9;87,9;;15;5;1;a;1;;1;Lauraceae  ;Endlicheria paniculata;1
sdm15_16bidaof11;LC6a;LC;borda;15;F2713;8,2;3,7;40;;10;3;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;15;F2714;6,6;4,7;65,2;;14;4;0;c;1;;1;Lauraceae  ;Endlicheria paniculata;1
sdm15_16bidaof11;LC6a;LC;borda;16;F2716;0,4;0,4;32;;8,5;5;0;am;1;;1;Cunnoniaceae;Lamanonia ternata;1
sdm15_16bidaof11;LC6a;LC;borda;16;F2717;5;1,5;95;;16;5;0;am;1;;1;Fabaceae;Andira anthelmia;1
sdm15_16bidaof11;LC6a;LC;borda;16;F2718;6,3;5,7;57,3;;13;4;1;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;16;F2719;8,3;8,3;48,5;;10;aps;0;0;;1;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;17;F2720;1;4,7;36;;12;5;1;a;1;;1;Burseraceae;Protium heptaphyllum;1
sdm15_16bidaof11;LC6a;LC;borda;17;F2721;6;6,3;61,8;;7;aps;0;0;;3;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;17;F2722;6;8;42;;12;5;2;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;17;F2723;9,5;8,7;35,1;;11;4;0;am;1;;1;Burseraceae;Protium heptaphyllum;1
sdm15_16bidaof11;LC6a;LC;borda;17;F2724;8,2;1;67,2;;14;5;2;a;1;;1;Fabaceae;Andira anthelmia;1
sdm15_16bidaof11;LC6a;LC;borda;17;F2725;9,4;0,2;56,9;;13;5;2;a;1;;1;Lauraceae  ;Endlicheria paniculata;1
sdm15_16bidaof11;LC6a;LC;borda;17;F2726;5;0,6;52,8;;12;5;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2727;1,7;1,4;54,6;;10;4;0;a;1;;1;Lauraceae  ;Endlicheria paniculata;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2728;1,5;2,4;46,8;;10;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2729;3,4;7,7;61,5;;13;4;5;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2730;3;8,7;33;;9;3;5;am;1;;1;Myrtaceae;Eugenia pluriflora;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2731;5,7;5,9;46,7;;10;4;5;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2732;6,3;6,9;47,9;;7;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2733;9,8;3,4;42,3;;12;4;0;am;1;;1;Lamiaceae;Vitex polygama;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2734;8,4;1,8;48;;12;aps;0;0;;2;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2735;9,9;1,4;33,4;;8;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm15_16bidaof11;LC6a;LC;borda;18;F2736;7,5;0,1;33,5;;6;aps;0;0;;3;1;Morta;morta;1
sdm15_16bidaof11;LC6a;LC;borda;19;F2737;2,2;5,9;42,2;;11;4;2;a;1;;1;Myrtaceae;Myrcia splendens;1
sdm15_16bidaof11;LC6a;LC;borda;19;F2738;3;5,2;33,3;;8;4;0;a;1;;1;Myrtaceae;Myrcia splendens;1
